#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="CoalescentConstant.t:L_Clade1-4" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ConstantPopulation.t:L_Clade1-4" spec="beast.evolution.tree.coalescent.ConstantPopulation">
#                <parameter id="popSize.t:L_Clade1-4" name="popSize" spec="beast.core.parameter.RealParameter">0.3</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:L_Clade1-4" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:L_Clade1-4" spec="beast.evolution.tree.Tree">
#                    <taxonset id="TaxonSet.L_Clade1-4" spec="beast.evolution.alignment.TaxonSet">
#                    </taxonset>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="FrequenciesPrior.s:L_Clade1-4" name="distribution">
#            <parameter dimension="4" id="freqParameter.s:L_Clade1-4" lower="0.0" name="x" spec="beast.core.parameter.RealParameter" upper="1.0">0.25</parameter>
#            <Uniform id="Uniform.3" name="distr"/>
#        </prior>
#        <prior id="KappaPrior.s:L_Clade1-4" name="distribution">
#            <parameter id="kappa.s:L_Clade1-4" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="M" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.2" name="S" spec="beast.core.parameter.RealParameter">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="PopSizePrior.t:L_Clade1-4" name="distribution" x="@popSize.t:L_Clade1-4">
#            <OneOnX id="OneOnX.1" name="distr"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@L_Clade1-4" id="treeLikelihood.L_Clade1-4" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:L_Clade1-4">
#            <siteModel id="SiteModel.s:L_Clade1-4" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:L_Clade1-4" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:L_Clade1-4" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:L_Clade1-4" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:L_Clade1-4" kappa="@kappa.s:L_Clade1-4" spec="beast.evolution.substitutionmodel.HKY">
#                    <frequencies frequencies="@freqParameter.s:L_Clade1-4" id="estimatedFreqs.s:L_Clade1-4" spec="beast.evolution.substitutionmodel.Frequencies"/>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:L_Clade1-4" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:L_Clade1-4" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	kappa	popSize	CoalescentConstant	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	clockRate
90000	-15695.234052440916	-15841.541992969705	146.30794052879077	-15841.541992969705	0.03320060194660524	22.299246269425765	0.01890177705291044	148.00340185589727	0.3212302171880111	0.17093031502601033	0.20023440832886347	0.307605059457115	1.0
96000	-15689.031734213459	-15839.780749262256	150.74901504879767	-15839.780749262256	0.0342151461843564	22.299246269425765	0.015070909717178487	152.2179868112149	0.3216847421161159	0.1613572510404885	0.1997798834007586	0.31717812344263685	1.0
102000	-15689.320790620404	-15835.913042533535	146.5922519131315	-15835.913042533535	0.03519530107414734	20.637903689405242	0.010739343950274403	147.54258320569278	0.3216847421161159	0.1613572510404885	0.1997798834007586	0.31717812344263685	1.0
108000	-15699.095200919206	-15843.188594214978	144.09339329577298	-15843.188594214978	0.03444759499879916	25.60034702728634	0.02442768099384192	146.3754129662219	0.3216847421161159	0.1613572510404885	0.1997798834007586	0.31717812344263685	1.0
114000	-15678.403616167518	-15828.9118945474	150.50827837988322	-15828.9118945474	0.03523636302398164	27.448153190329624	0.013966031929478475	152.40248452790885	0.324741901569697	0.16211467848955347	0.2072528609481849	0.3058905589925645	1.0
120000	-15679.879502400487	-15828.23687904945	148.3573766489625	-15828.23687904945	0.03500324920555944	25.473519551632247	0.01644103926265645	150.23137323943308	0.3220602528158193	0.16856208042708212	0.2072528609481849	0.30212480580891354	1.0
126000	-15690.235933517923	-15838.338979650849	148.10304613292595	-15838.338979650849	0.03343988253099838	21.226521677186003	0.019022371652586693	149.6899387935321	0.3220602528158193	0.1674550998539136	0.20835984152135342	0.30212480580891354	1.0
132000	-15688.792477530465	-15839.771528550156	150.97905101969067	-15839.771528550156	0.03369775395596444	21.96905544607011	0.014783900217836389	152.39385515831225	0.3269176013890318	0.1673405189344398	0.20416772761213225	0.3015741520643961	1.0
138000	-15688.835852680635	-15836.900300500882	148.0644478202462	-15836.900300500882	0.033937196302625504	21.96905544607011	0.014237788054352689	149.4416127539825	0.3133008848189648	0.1673405189344398	0.20106705656130366	0.3182915396852917	1.0
144000	-15683.447959932973	-15831.958122233815	148.51016230084147	-15831.958122233815	0.03235368979762637	23.359824853881303	0.020089776468375547	150.37631845076024	0.3190999338455566	0.16154146990784793	0.20106705656130366	0.3182915396852917	1.0
150000	-15688.816562309798	-15838.02297630584	149.20641399604187	-15838.02297630584	0.0359188868064475	21.82715671539033	0.01440161137761817	150.5798868270633	0.3118191932766696	0.1688222104767349	0.20106705656130366	0.3182915396852917	1.0
156000	-15695.926618484253	-15843.486001733105	147.55938324885224	-15843.486001733105	0.03545124702313347	18.227520478845122	0.017089829835658	148.6938949132199	0.32576050956022984	0.1688222104767349	0.2076980842393384	0.29771919572369676	1.0
162000	-15681.031605087412	-15830.284486191205	149.25288110379407	-15830.284486191205	0.033546385541602525	24.153166616761908	0.014326513048258752	150.86067002024507	0.32576050956022984	0.1688222104767349	0.2076980842393384	0.29771919572369676	1.0
168000	-15689.104488840268	-15838.472779007521	149.3682901672531	-15838.472779007521	0.03266228925442444	26.014322358901865	0.0153750913457723	151.2264889366115	0.3173455789842836	0.1693533109044882	0.2090872715876036	0.3042138385236245	1.0
174000	-15677.107081630656	-15829.51128260189	152.40420097123393	-15829.51128260189	0.03400376403928191	26.014322358901865	0.014449410047877939	154.2003045723175	0.31843797825293785	0.16944934514700055	0.20495849283403558	0.3071541837660259	1.0
180000	-15697.197348777216	-15842.397273377112	145.1999245998963	-15842.397273377112	0.034959177086847266	26.014322358901865	0.013198468025875317	146.90547537860252	0.31843797825293785	0.17237645812878372	0.20495849283403558	0.3042270707842427	1.0
186000	-15689.148050300224	-15836.154611469658	147.00656116943438	-15836.154611469658	0.03619329440197009	26.014322358901865	0.014078461988102775	148.77665729489334	0.3254898198022757	0.17184766665196488	0.1984354427615166	0.3042270707842427	1.0
192000	-15686.393658096747	-15834.657809924307	148.26415182756043	-15834.657809924307	0.03509838892952762	23.043870099583067	0.015669031980114455	149.84947762948255	0.3254898198022757	0.17184766665196488	0.1984354427615166	0.3042270707842427	1.0
198000	-15681.913459897181	-15832.986778580454	151.07331868327356	-15832.986778580454	0.03389916138790805	24.719940216165327	0.016628165820548133	152.88588741109987	0.31014276925033885	0.17683526733260102	0.1984354427615166	0.31458652065554343	1.0
204000	-15701.671424140344	-15847.96594114256	146.29451700221642	-15847.96594114256	0.03439854406442406	27.765693921904994	0.01948391373237628	148.55025090887352	0.31014276925033885	0.17683526733260102	0.1984354427615166	0.31458652065554343	1.0
210000	-15694.545310303034	-15842.722825155302	148.17751485226785	-15842.722825155302	0.033023511453423755	27.765693921904994	0.014524518195941083	150.13949770211659	0.33177588629121296	0.1658367553867749	0.1984354427615166	0.30395191556049544	1.0
216000	-15701.549168166825	-15845.674584156764	144.12541598993974	-15845.674584156764	0.03313097381120053	20.610485585305423	0.017064529243717937	145.53578169350732	0.33336462417403634	0.16469589460551637	0.1995763035427751	0.30236317767767207	1.0
222000	-15684.315208772785	-15834.77953642213	150.46432764934428	-15834.77953642213	0.03361048755704462	23.05930995941211	0.012578097422701903	151.83151035103012	0.33336462417403634	0.16469589460551637	0.1995763035427751	0.30236317767767207	1.0
228000	-15698.647115603939	-15845.12627467588	146.47915907194087	-15845.12627467588	0.033210135631517285	23.05930995941211	0.01651529032505743	148.11867141021597	0.3310529698380574	0.16370721922892417	0.1952546184314969	0.3099851925015214	1.0
234000	-15690.999829930568	-15838.998665856565	147.99883592599778	-15838.998665856565	0.03476871601261965	21.847550772858295	0.01622690344520135	149.49381851570195	0.32862803194302553	0.16370721922892417	0.19767955632652873	0.3099851925015214	1.0
240000	-15688.778689954355	-15835.780161785711	147.00147183135553	-15835.780161785711	0.032824806293870995	27.674253875289445	0.01886867753591173	149.21691864843558	0.32107358745650566	0.1701160111638536	0.19767955632652873	0.31113084505311184	1.0
246000	-15692.398147235961	-15839.505740308012	147.10759307205137	-15839.505740308012	0.033878188200810844	27.447570789023235	0.014373442169079485	149.03050072049004	0.32107358745650566	0.16927239538280947	0.20957268713886062	0.3000813300218241	1.0
252000	-15685.017947331395	-15833.09757272694	148.0796253955444	-15833.09757272694	0.03534341504124243	22.962764047910543	0.013772406910368155	149.52758701234177	0.32839165195749304	0.16202492077491024	0.20225462263787325	0.3073288046297233	1.0
